filename,company,form_type,filing_date,year,source_file,statement_type,sheet_name,line_item,unnamed_2,unnamed_5,unnamed_8,unnamed_3,unnamed_6,unnamed_9,unnamed_11,unnamed_13,unnamed_14,unnamed_4,unnamed_7,unnamed_10,unnamed_12,unnamed_15,unnamed_18,unnamed_1,year_1,-44710,year_3,-5270,year_5,-30210,-1820,582,415,399,252230,213550,169980
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,results of operations,Income (loss) before income taxes,,,,,,,,,,,,,,,,,,,,,,,,-23.3,0.5,-9.5,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,results of operations,Provision for income taxes,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.2,1.1,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,results of operations,Net income,,,,,,,,,,,,,,,,,,,,,,,,-23.9,0.3,-10.6,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,"Selling, general and administrative",,,,,,,,,,,,,,,,,,,,,,,,,,,10922.0,10455.0,9899.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Total operating expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,36145.0,31810.0,26897.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Loss from operations,,,,,,,,,,,,,,,,,,,,,,,,,,,-10802.0,-182.0,-4471.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,"Interest income, net",,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,671.0,421.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,"Other expense, net",,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-221.0,-12.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Income (loss) before income taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,-10090.0,268.0,-4062.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Provision for income taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,105.0,453.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Net income,,,,,,,,,,,,,,,,,-10337.0,,163.0,,-4515.0,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Basic,,,,,,,,,,,,,,,,,-0.45,,0.01,,-0.21,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Diluted,,,,,,,,,,,,,,,,,-0.45,,0.01,,-0.21,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,22968.0,21889.0,21085.0
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05,GSIT,10-K,2020-06-05,2020,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2020-06-05.xlsx,income_statement,operations,Diluted,,,,,,,,,,,,,,,,,,,,,,,,,,,22968.0,23349.0,21085.0
