current_valuation,fair_value_estimation,score,factors,recommendation,confidence
"{'year': np.int64(2025), 'current_price': nan, 'market_cap': nan, 'pe_ratio': nan, 'pbv_ratio': nan, 'ev_ebitda': nan, 'ev_sales': nan, 'revenue': np.float64(20518.0), 'ebitda': np.float64(-20431.0), 'net_income': np.float64(nan), 'stockholders_equity': np.float64(nan)}","{'dcf_method': {'method': 'DCF Analysis', 'fair_value': np.float64(-63.82936947984463), 'confidence': 'high', 'details': {'projection_years': 5, 'terminal_growth_rate': 2.0, 'discount_rate': 10.0, 'historical_avg_revenue_growth': np.float64(-11.232787956475361), 'historical_avg_ebitda_margin': np.float64(-54.66747954766163), 'projections': [{'year': np.int64(2026), 'revenue': np.float64(18213.256567090386), 'ebitda': np.float64(-9956.728308777274), 'fcf': np.float64(-7965.382647021819), 'pv_fcf': np.float64(-7241.256951838017)}, {'year': np.int64(2027), 'revenue': np.float64(16167.4000769403), 'ebitda': np.float64(-8838.310130449967), 'fcf': np.float64(-7070.648104359974), 'pv_fcf': np.float64(-5843.510830049565)}, {'year': np.int64(2028), 'revenue': np.float64(14351.35030822256), 'ebitda': np.float64(-7845.521494560841), 'fcf': np.float64(-6276.417195648673), 'pv_fcf': np.float64(-4715.56513572402)}, {'year': np.int64(2029), 'revenue': np.float64(12739.293559208945), 'ebitda': np.float64(-6964.250700997125), 'fcf': np.float64(-5571.400560797701), 'pv_fcf': np.float64(-3805.341548253329)}, {'year': np.int64(2030), 'revenue': np.float64(11308.315726550081), 'ebitda': np.float64(-6181.971186996769), 'fcf': np.float64(-4945.5769495974155), 'pv_fcf': np.float64(-3070.814182834887)}], 'terminal_value': np.float64(-63056.10610736704), 'pv_terminal_value': np.float64(-39152.88083114481), 'pv_cash_flows': np.float64(-24676.488648699822), 'enterprise_value': np.float64(-63829.36947984463), 'enterprise_value_millions': np.float64(-63.82936947984463)}}, 'revenue_method': {'method': 'Revenue Multiple', 'industry_ev_sales': 2.0, 'fair_value': np.float64(41036.0), 'confidence': 'low'}, 'average': np.float64(20486.08531526008), 'median': np.float64(20486.08531526008), 'std': np.float64(20549.91468473992)}",-2,"['Negative revenue growth', 'Negative operating margins', 'Strong cash position', 'Strong liquidity']",SELL,Medium
